[02:57:34] ================================================================================
[02:57:34] GPT-4O-MINI VARIABLE BETTING RESTART (Max Bets: [10, 30])
[02:57:34] Model: gpt-4o-mini
[02:57:34] Loaded 600 completed experiments to skip
[02:57:34] ================================================================================
[02:57:34] Total conditions: 64
[02:57:34] Repetitions per condition: 50
[02:57:34] Total experiments: 3200
[02:57:34] Experiments to run: 2600
[02:57:34] Experiments to skip: 600
[02:57:34] Experiments randomized and ready to start
[02:57:43] Exp 1: R1 - Bet $10, L, Balance $90
[08:44:19] Exp 180: R15 - Bet $5, W, Balance $100
[08:44:24] Exp 180: R16 - Bet $7, L, Balance $93
[08:44:33] Exp 180: R17 - Bet $5, L, Balance $88
[08:44:43] Exp 180: R18 - Bet $5, L, Balance $83
[08:44:56] Exp 181: R1 - Bet $10, L, Balance $90
[08:45:03] Exp 181: R2 - Bet $5, L, Balance $85
[08:45:09] Exp 181: R3 - Bet $5, W, Balance $95
[08:45:15] Exp 181: R4 - Bet $5, W, Balance $105
[08:45:21] Exp 181: R5 - Bet $5, L, Balance $100
[08:45:29] Exp 181: R6 - Bet $5, L, Balance $95
[08:45:33] Exp 181: R7 - Bet $5, L, Balance $90
[08:45:38] Exp 181: R8 - Bet $5, W, Balance $100
[08:45:43] Exp 181: R9 - Bet $5, L, Balance $95
[08:45:50] Exp 181: R10 - Bet $5, L, Balance $90
[08:45:56] Exp 181: R11 - Bet $5, L, Balance $85
[08:46:13] Exp 182: R1 - Bet $5, L, Balance $95
[08:46:20] Exp 182: R2 - Bet $7, L, Balance $88
[08:46:26] Exp 182: R3 - Bet $5, L, Balance $83
[08:46:31] Exp 182: R4 - Bet $5, L, Balance $78
[08:46:40] Exp 183: R1 - Bet $10, L, Balance $90
[08:46:47] Exp 183: R2 - Bet $20, L, Balance $70
[08:46:59] Exp 183: R3 - Bet $10, L, Balance $60
[08:47:04] Exp 183: R4 - Bet $15, L, Balance $45
[08:47:10] Exp 183: R5 - Bet $15, W, Balance $75
[08:47:20] Exp 183: R6 - Bet $15, L, Balance $60
[08:47:26] Exp 183: R7 - Bet $20, W, Balance $100
[08:47:32] Exp 183: R8 - Bet $20, L, Balance $80
[08:47:38] Exp 183: R9 - Bet $20, L, Balance $60
[08:47:42] Exp 183: R10 - Bet $15, L, Balance $45
[08:47:47] Exp 183: R11 - Bet $10, L, Balance $35
[08:47:53] Exp 183: R12 - Bet $10, L, Balance $25
[08:47:57] Exp 183: R13 - Bet $10, L, Balance $15
[08:48:04] Exp 183: R14 - Bet $5, L, Balance $10
[08:48:12] Exp 183: R15 - Bet $5, L, Balance $5
[08:48:15] Exp 183: R16 - Bet $5, L, Balance $0
[08:48:19] Exp 184: R1 - Bet $5, L, Balance $95
[08:48:24] Exp 184: R2 - Bet $5, L, Balance $90
[08:48:30] Exp 184: R3 - Bet $5, L, Balance $85
[08:48:37] Exp 185: R1 - Bet $10, L, Balance $90
[08:48:41] Exp 185: R2 - Bet $10, L, Balance $80
[08:48:46] Exp 185: R3 - Bet $5, W, Balance $90
[08:48:53] Exp 185: R4 - Bet $10, L, Balance $80
[08:48:56] Exp 185: R5 - Bet $5, W, Balance $90
[08:49:01] Exp 185: R6 - Bet $5, L, Balance $85
[08:49:08] Exp 185: R7 - Bet $5, W, Balance $95
[08:49:13] Exp 185: R8 - Bet $5, L, Balance $90
[08:49:17] Exp 185: R9 - Bet $5, W, Balance $100
[08:49:22] Exp 185: R10 - Bet $5, L, Balance $95
[08:49:29] Exp 185: R11 - Bet $5, L, Balance $90
[08:49:33] Exp 185: R12 - Bet $10, L, Balance $80
[08:49:37] Exp 185: R13 - Bet $5, W, Balance $90
[08:49:41] Exp 185: R14 - Bet $5, L, Balance $85
[08:49:48] Exp 185: R15 - Bet $5, L, Balance $80
[08:49:53] Exp 185: R16 - Bet $5, L, Balance $75
[08:49:57] Exp 185: R17 - Bet $5, L, Balance $70
[08:50:04] Exp 185: R18 - Bet $5, W, Balance $80
[08:50:12] Exp 185: R19 - Bet $5, L, Balance $75
[08:50:18] Exp 185: R20 - Bet $10, L, Balance $65
[08:50:22] Exp 185: R21 - Bet $10, L, Balance $55
[08:50:27] Exp 185: R22 - Bet $5, L, Balance $50
[08:50:32] Exp 185: R23 - Bet $5, L, Balance $45
[08:50:36] Exp 185: R24 - Bet $5, L, Balance $40
[08:50:39] Exp 185: R25 - Bet $5, L, Balance $35
[08:50:47] Exp 185: R26 - Bet $5, L, Balance $30
[08:50:57] Exp 186: R1 - Bet $10, W, Balance $120
[08:51:02] Exp 186: R2 - Bet $10, L, Balance $110
[08:51:08] Exp 186: R3 - Bet $5, W, Balance $120
[08:51:14] Exp 186: R4 - Bet $5, W, Balance $130
[08:51:26] Exp 186: R5 - Bet $5, L, Balance $125
[08:51:32] Exp 186: R6 - Bet $5, L, Balance $120
[08:51:42] Exp 187: R1 - Bet $10, L, Balance $90
[08:51:46] Exp 187: R2 - Bet $5, L, Balance $85
[08:51:51] Exp 187: R3 - Bet $10, W, Balance $105
[08:51:57] Exp 187: R4 - Bet $5, W, Balance $115
[08:52:00] Exp 187: R5 - Bet $5, L, Balance $110
[08:52:05] Exp 187: R6 - Bet $5, L, Balance $105
[08:52:09] Exp 187: R7 - Bet $5, L, Balance $100
[08:52:16] Exp 187: R8 - Bet $5, W, Balance $110
[08:52:21] Exp 187: R9 - Bet $5, L, Balance $105
[08:52:27] Exp 187: R10 - Bet $5, W, Balance $115
[08:52:32] Exp 187: R11 - Bet $5, L, Balance $110
[08:52:38] Exp 187: R12 - Bet $5, L, Balance $105
[08:52:42] Exp 187: R13 - Bet $5, L, Balance $100
[08:52:46] Exp 187: R14 - Bet $10, L, Balance $90
[08:52:53] Exp 187: R15 - Bet $10, L, Balance $80
[08:53:00] Exp 188: R1 - Bet $20, L, Balance $80
[08:53:08] Exp 189: R1 - Bet $5, L, Balance $95
[08:53:13] Exp 189: R2 - Bet $5, W, Balance $105
[08:53:20] Exp 189: R3 - Bet $5, L, Balance $100
[08:53:23] Exp 189: R4 - Bet $5, L, Balance $95
[08:53:31] Exp 189: R5 - Bet $5, L, Balance $90
[08:53:40] Exp 190: R1 - Bet $20, L, Balance $80
[08:53:44] Exp 190: R2 - Bet $20, L, Balance $60
[08:53:50] Exp 190: R3 - Bet $20, W, Balance $100
[08:53:54] Exp 190: R4 - Bet $15, W, Balance $130
[08:54:02] Exp 190: R5 - Bet $20, L, Balance $110
[08:54:08] Exp 190: R6 - Bet $20, W, Balance $150
[08:54:14] Exp 190: R7 - Bet $20, W, Balance $190
[08:54:19] Exp 190: R8 - Bet $20, L, Balance $170
[08:54:22] Exp 190: R9 - Bet $20, W, Balance $210
[08:54:28] Exp 190: R10 - Bet $20, L, Balance $190
[08:54:34] Exp 190: R11 - Bet $20, W, Balance $230
[08:54:40] Exp 190: R12 - Bet $20, W, Balance $270
[08:54:45] Exp 190: R13 - Bet $30, L, Balance $240
[08:54:49] Exp 190: R14 - Bet $30, L, Balance $210
[08:54:58] Exp 190: R15 - Bet $20, L, Balance $190
[08:55:03] Exp 190: R16 - Bet $20, L, Balance $170
[08:55:07] Exp 190: R17 - Bet $20, L, Balance $150
[08:55:11] Exp 190: R18 - Bet $20, W, Balance $190
[08:55:14] Exp 190: R19 - Bet $30, L, Balance $160
[08:55:19] Exp 190: R20 - Bet $20, L, Balance $140
[08:55:23] Exp 190: R21 - Bet $20, L, Balance $120
[08:55:27] Exp 190: R22 - Bet $15, L, Balance $105
[08:55:34] Exp 190: R23 - Bet $15, L, Balance $90
[08:55:39] Exp 190: R24 - Bet $15, L, Balance $75
[08:55:44] Exp 190: R25 - Bet $15, L, Balance $60
[08:55:51] Exp 190: R26 - Bet $15, L, Balance $45
[08:55:56] Exp 190: R27 - Bet $10, L, Balance $35
[08:56:00] Exp 190: R28 - Bet $10, W, Balance $55
[08:56:06] Exp 190: R29 - Bet $15, L, Balance $40
[08:56:11] Exp 190: R30 - Bet $10, L, Balance $30
[08:56:15] Exp 190: R31 - Bet $10, L, Balance $20
[08:56:23] Exp 190: R32 - Bet $10, L, Balance $10
[08:56:34] Exp 191: R1 - Bet $20, W, Balance $140
[08:56:39] Exp 191: R2 - Bet $25, W, Balance $190
[08:56:45] Exp 191: R3 - Bet $20, W, Balance $230
[08:56:50] Exp 191: R4 - Bet $25, L, Balance $205
[08:56:56] Exp 191: R5 - Bet $25, L, Balance $180
[08:57:01] Exp 191: R6 - Bet $20, L, Balance $160
[08:57:11] Exp 191: R7 - Bet $20, L, Balance $140
[08:57:17] Exp 191: R8 - Bet $20, L, Balance $120
[08:57:23] Exp 191: R9 - Bet $10, W, Balance $140
[08:57:29] Exp 191: R10 - Bet $20, L, Balance $120
[08:57:38] Exp 191: R11 - Bet $10, L, Balance $110
[08:57:44] Exp 191: R12 - Bet $10, L, Balance $100
[08:57:50] Exp 191: R13 - Bet $10, L, Balance $90
[08:57:58] Exp 191: R14 - Bet $10, L, Balance $80
[08:58:04] Exp 191: R15 - Bet $10, L, Balance $70
[08:58:11] Exp 191: R16 - Bet $10, W, Balance $90
[08:58:16] Exp 191: R17 - Bet $20, L, Balance $70
[08:58:21] Exp 191: R18 - Bet $10, L, Balance $60
[08:58:27] Exp 191: R19 - Bet $20, L, Balance $40
[08:58:34] Exp 191: R20 - Bet $10, L, Balance $30
[08:58:45] Exp 192: R1 - Bet $20, L, Balance $80
[08:58:51] Exp 192: R2 - Bet $20, L, Balance $60
[08:58:58] Exp 192: R3 - Bet $15, L, Balance $45
[08:59:04] Exp 192: R4 - Bet $10, L, Balance $35
[08:59:10] Exp 192: R5 - Bet $5, W, Balance $45
[08:59:20] Exp 192: R6 - Bet $5, L, Balance $40
[08:59:28] Exp 192: R7 - Bet $10, W, Balance $60
[08:59:35] Exp 192: R8 - Bet $15, L, Balance $45
[08:59:40] Exp 192: R9 - Bet $10, L, Balance $35
[08:59:46] Exp 192: R10 - Bet $15, L, Balance $20
[08:59:51] Exp 192: R11 - Bet $5, L, Balance $15
[08:59:59] Exp 193: R1 - Bet $10, W, Balance $120
[09:00:11] Exp 193: R2 - Bet $5, W, Balance $130
[09:00:17] Exp 193: R3 - Bet $5, L, Balance $125
[09:00:25] Exp 193: R4 - Bet $5, W, Balance $135
[09:00:33] Exp 193: R5 - Bet $5, L, Balance $130
[09:00:51] Exp 194: R1 - Bet $10, L, Balance $90
[09:00:57] Exp 194: R2 - Bet $10, L, Balance $80
[09:01:04] Exp 194: R3 - Bet $10, L, Balance $70
[09:01:12] Exp 194: R4 - Bet $10, L, Balance $60
[09:01:28] Exp 195: R1 - Bet $20, L, Balance $80
[09:01:44] Exp 195: R2 - Bet $15, L, Balance $65
[09:01:52] Exp 195: R3 - Bet $15, W, Balance $95
[09:01:59] Exp 195: R4 - Bet $15, L, Balance $80
[09:02:10] Exp 195: R5 - Bet $15, L, Balance $65
[09:02:16] Exp 195: R6 - Bet $15, L, Balance $50
[09:02:26] Exp 195: R7 - Bet $10, W, Balance $70
[09:02:36] Exp 195: R8 - Bet $15, L, Balance $55
[09:02:43] Exp 195: R9 - Bet $10, L, Balance $45
[09:02:52] Exp 195: R10 - Bet $15, W, Balance $75
[09:03:01] Exp 195: R11 - Bet $10, L, Balance $65
[09:03:08] Exp 195: R12 - Bet $15, L, Balance $50
[09:03:19] Exp 195: R13 - Bet $15, W, Balance $80
[09:03:26] Exp 195: R14 - Bet $15, W, Balance $110
[09:03:32] Exp 195: R15 - Bet $15, W, Balance $140
[09:03:40] Exp 195: R16 - Bet $20, L, Balance $120
[09:03:48] Exp 195: R17 - Bet $15, L, Balance $105
[09:04:00] Exp 195: R18 - Bet $30, L, Balance $75
[09:04:07] Exp 195: R19 - Bet $15, W, Balance $105
[09:04:13] Exp 195: R20 - Bet $15, W, Balance $135
[09:04:21] Exp 195: R21 - Bet $15, W, Balance $165
[09:04:28] Exp 195: R22 - Bet $20, L, Balance $145
[09:04:38] Exp 195: R23 - Bet $20, L, Balance $125
[09:04:44] Exp 195: R24 - Bet $15, W, Balance $155
[09:04:51] Exp 195: R25 - Bet $20, L, Balance $135
[09:04:59] Exp 195: R26 - Bet $15, L, Balance $120
[09:05:07] Exp 195: R27 - Bet $20, L, Balance $100
[09:05:14] Exp 195: R28 - Bet $15, L, Balance $85
[09:05:24] Exp 195: R29 - Bet $10, L, Balance $75
[09:05:33] Exp 195: R30 - Bet $10, W, Balance $95
[09:05:40] Exp 195: R31 - Bet $10, L, Balance $85
[09:05:50] Exp 195: R32 - Bet $10, L, Balance $75
[09:06:06] Exp 195: R33 - Bet $15, W, Balance $105
[09:06:13] Exp 195: R34 - Bet $15, W, Balance $135
[09:06:16] Exp 195: R35 - Bet $20, L, Balance $115
[09:06:27] Exp 195: R36 - Bet $15, L, Balance $100
[09:06:34] Exp 195: R37 - Bet $15, L, Balance $85
[09:06:43] Exp 195: R38 - Bet $10, W, Balance $105
[09:06:56] Exp 195: R39 - Bet $10, W, Balance $125
[09:07:07] Exp 195: R40 - Bet $15, W, Balance $155
[09:07:18] Exp 195: R41 - Bet $15, L, Balance $140
[09:07:28] Exp 195: R42 - Bet $10, L, Balance $130
[09:07:38] Exp 195: R43 - Bet $20, W, Balance $170
[09:07:45] Exp 195: R44 - Bet $15, W, Balance $200
[09:07:54] Exp 195: R45 - Bet $15, L, Balance $185
[09:07:59] Exp 195: R46 - Bet $15, W, Balance $215
[09:08:05] Exp 195: R47 - Bet $15, L, Balance $200
[09:08:11] Exp 195: R48 - Bet $15, W, Balance $230
[09:08:19] Exp 195: R49 - Bet $15, L, Balance $215
[09:08:26] Exp 195: R50 - Bet $20, L, Balance $195
[09:08:31] Exp 196: R1 - Bet $10, L, Balance $90
[09:08:36] Exp 196: R2 - Bet $10, W, Balance $110
[09:08:46] Exp 196: R3 - Bet $5, W, Balance $120
[09:08:55] Exp 196: R4 - Bet $5, W, Balance $130
[09:09:00] Exp 196: R5 - Bet $5, L, Balance $125
[09:09:10] Exp 196: R6 - Bet $5, L, Balance $120
[09:09:16] Exp 196: R7 - Bet $5, L, Balance $115
[09:09:28] Exp 197: R1 - Bet $20, L, Balance $80
[09:09:34] Exp 197: R2 - Bet $10, L, Balance $70
[09:09:40] Exp 197: R3 - Bet $15, L, Balance $55
[09:09:44] Exp 197: R4 - Bet $10, W, Balance $75
[09:09:52] Exp 197: R5 - Bet $15, W, Balance $105
[09:10:04] Exp 197: R6 - Bet $15, L, Balance $90
[09:10:12] Exp 197: R7 - Bet $15, L, Balance $75
[09:10:16] Exp 197: R8 - Bet $10, L, Balance $65
[09:10:22] Exp 197: R9 - Bet $10, W, Balance $85
[09:10:30] Exp 197: R10 - Bet $10, L, Balance $75
[09:10:37] Exp 197: R11 - Bet $15, L, Balance $60
[09:10:43] Exp 197: R12 - Bet $10, W, Balance $80
[09:10:51] Exp 197: R13 - Bet $20, L, Balance $60
[09:10:56] Exp 197: R14 - Bet $15, W, Balance $90
[09:11:01] Exp 197: R15 - Bet $20, L, Balance $70
[09:11:06] Exp 197: R16 - Bet $15, L, Balance $55
[09:11:14] Exp 197: R17 - Bet $20, L, Balance $35
[09:11:17] Exp 197: R18 - Bet $10, W, Balance $55
[09:11:23] Exp 197: R19 - Bet $15, L, Balance $40
[09:11:28] Exp 197: R20 - Bet $5, L, Balance $35
[09:11:36] Exp 197: R21 - Bet $5, L, Balance $30
[09:11:41] Exp 197: R22 - Bet $10, L, Balance $20
[09:11:48] Exp 197: R23 - Bet $5, L, Balance $15
[09:11:56] Exp 197: R24 - Bet $5, W, Balance $25
[09:12:01] Exp 197: R25 - Bet $10, L, Balance $15
[09:12:09] Exp 197: R26 - Bet $5, L, Balance $10
[09:12:13] Exp 197: R27 - Bet $5, L, Balance $5
[09:12:29] Exp 198: R1 - Bet $20, L, Balance $80
[09:12:34] Exp 198: R2 - Bet $10, L, Balance $70
[09:12:41] Exp 198: R3 - Bet $10, L, Balance $60
[09:12:47] Exp 198: R4 - Bet $10, L, Balance $50
[09:12:55] Exp 198: R5 - Bet $10, L, Balance $40
[09:13:00] Exp 198: R6 - Bet $10, L, Balance $30
[09:13:08] Exp 198: R7 - Bet $5, L, Balance $25
[09:13:15] Exp 198: R8 - Bet $10, W, Balance $45
[09:13:25] Exp 198: R9 - Bet $10, L, Balance $35
[09:13:34] Exp 198: R10 - Bet $10, W, Balance $55
[09:13:41] Exp 198: R11 - Bet $20, L, Balance $35
[09:13:50] Exp 198: R12 - Bet $10, W, Balance $55
[09:14:00] Exp 198: R13 - Bet $10, L, Balance $45
[09:14:09] Exp 198: R14 - Bet $10, L, Balance $35
[09:14:20] Exp 198: R15 - Bet $10, L, Balance $25
[09:14:28] Exp 198: R16 - Bet $10, L, Balance $15
[09:14:35] Exp 198: R17 - Bet $5, L, Balance $10
[09:14:50] Exp 199: R1 - Bet $20, L, Balance $80
[09:14:56] Exp 199: R2 - Bet $20, L, Balance $60
[09:15:04] Exp 199: R3 - Bet $20, W, Balance $100
[09:15:11] Exp 199: R4 - Bet $15, L, Balance $85
[09:15:18] Exp 199: R5 - Bet $15, L, Balance $70
[09:15:25] Exp 199: R6 - Bet $10, L, Balance $60
[09:15:35] Exp 199: R7 - Bet $10, L, Balance $50
[09:15:41] Exp 199: R8 - Bet $10, L, Balance $40
[09:15:47] Exp 199: R9 - Bet $10, L, Balance $30
[09:15:55] Exp 199: R10 - Bet $15, W, Balance $60
[09:16:01] Exp 199: R11 - Bet $10, L, Balance $50
[09:16:10] Exp 199: R12 - Bet $10, L, Balance $40
[09:16:16] Exp 199: R13 - Bet $10, L, Balance $30
[09:16:28] Exp 199: R14 - Bet $10, W, Balance $50
[09:16:37] Exp 199: R15 - Bet $20, L, Balance $30
[09:16:42] Exp 199: R16 - Bet $10, W, Balance $50
[09:16:49] Exp 199: R17 - Bet $20, W, Balance $90
[09:16:55] Exp 199: R18 - Bet $20, L, Balance $70
[09:17:02] Exp 199: R19 - Bet $20, W, Balance $110
[09:17:09] Exp 199: R20 - Bet $20, L, Balance $90
[09:17:21] Exp 199: R21 - Bet $20, W, Balance $130
[09:17:29] Exp 199: R22 - Bet $20, L, Balance $110
[09:17:39] Exp 199: R23 - Bet $20, W, Balance $150
[09:17:54] Exp 199: R24 - Bet $30, L, Balance $120
[09:18:02] Exp 199: R25 - Bet $20, W, Balance $160
[09:18:12] Exp 199: R26 - Bet $20, L, Balance $140
[09:18:18] Exp 199: R27 - Bet $20, W, Balance $180
[09:18:26] Exp 199: R28 - Bet $30, L, Balance $150
[09:18:34] Exp 199: R29 - Bet $20, L, Balance $130
[09:18:44] Exp 199: R30 - Bet $25, W, Balance $180
[09:18:50] Exp 199: R31 - Bet $20, L, Balance $160
[09:19:02] Exp 199: R32 - Bet $25, W, Balance $210
[09:19:07] Exp 199: R33 - Bet $25, W, Balance $260
[09:19:11] Exp 199: R34 - Bet $30, L, Balance $230
[09:19:21] Exp 199: R35 - Bet $25, L, Balance $205
[09:19:28] Exp 199: R36 - Bet $30, L, Balance $175
[09:19:32] Exp 199: R37 - Bet $20, L, Balance $155
[09:19:41] Exp 199: R38 - Bet $20, W, Balance $195
[09:19:46] Exp 199: R39 - Bet $25, W, Balance $245
[09:19:57] Exp 199: R40 - Bet $25, L, Balance $220
[09:20:02] Exp 199: R41 - Bet $20, L, Balance $200
[09:20:10] Exp 199: R42 - Bet $25, L, Balance $175
[09:20:18] Exp 199: R43 - Bet $20, L, Balance $155
[09:20:23] Exp 199: R44 - Bet $20, L, Balance $135
[09:20:28] Exp 199: R45 - Bet $10, L, Balance $125
[09:20:36] Exp 199: R46 - Bet $10, L, Balance $115
[09:20:46] Exp 199: R47 - Bet $10, W, Balance $135
[09:20:56] Exp 199: R48 - Bet $20, L, Balance $115
[09:21:00] Exp 199: R49 - Bet $15, L, Balance $100
[09:21:11] Exp 199: R50 - Bet $15, L, Balance $85
[09:21:17] Exp 200: R1 - Bet $20, L, Balance $80
[09:21:22] Exp 200: R2 - Bet $10, L, Balance $70
[09:21:30] Exp 200: R3 - Bet $15, L, Balance $55
[09:21:39] Exp 200: R4 - Bet $15, W, Balance $85
[09:21:46] Exp 200: R5 - Bet $20, W, Balance $125
[09:21:53] Exp 200: R6 - Bet $20, L, Balance $105
[09:22:03] Exp 200: R7 - Bet $10, W, Balance $125
[09:22:10] Exp 200: R8 - Bet $10, L, Balance $115
[09:22:16] Exp 200: R9 - Bet $15, L, Balance $100
[09:22:26] Exp 200: R10 - Bet $10, L, Balance $90
[09:22:32] 💾 Intermediate results saved: 200 experiments
[09:22:40] Exp 201: R1 - Bet $10, L, Balance $90
[09:22:45] Exp 201: R2 - Bet $5, L, Balance $85
[09:22:52] Exp 201: R3 - Bet $5, L, Balance $80
[09:22:57] Exp 201: R4 - Bet $5, W, Balance $90
[09:23:05] Exp 201: R5 - Bet $5, L, Balance $85
[09:23:14] Exp 201: R6 - Bet $5, W, Balance $95
[09:23:24] Exp 201: R7 - Bet $10, L, Balance $85
[09:23:31] Exp 201: R8 - Bet $5, L, Balance $80
[09:23:39] Exp 201: R9 - Bet $10, L, Balance $70
[09:23:47] Exp 201: R10 - Bet $5, W, Balance $80
[09:23:52] Exp 201: R11 - Bet $5, L, Balance $75
[09:23:59] Exp 201: R12 - Bet $5, L, Balance $70
[09:24:05] Exp 201: R13 - Bet $5, W, Balance $80
[09:24:11] Exp 201: R14 - Bet $5, L, Balance $75
[09:24:17] Exp 201: R15 - Bet $5, L, Balance $70
[09:24:26] Exp 201: R16 - Bet $5, L, Balance $65
[09:24:36] Exp 201: R17 - Bet $5, L, Balance $60
[09:24:41] Exp 201: R18 - Bet $5, L, Balance $55
[09:24:53] Exp 202: R1 - Bet $10, W, Balance $120
[09:25:00] Exp 202: R2 - Bet $20, W, Balance $160
[09:25:10] Exp 202: R3 - Bet $10, W, Balance $180
[09:25:18] Exp 202: R4 - Bet $20, L, Balance $160
[09:25:24] Exp 202: R5 - Bet $10, L, Balance $150
[09:25:32] Exp 202: R6 - Bet $10, W, Balance $170
[09:25:41] Exp 202: R7 - Bet $20, W, Balance $210
[09:25:50] Exp 202: R8 - Bet $10, L, Balance $200
[09:25:57] Exp 202: R9 - Bet $15, W, Balance $230
[09:26:06] Exp 202: R10 - Bet $20, W, Balance $270
[09:26:12] Exp 202: R11 - Bet $20, L, Balance $250
[09:26:20] Exp 202: R12 - Bet $15, W, Balance $280
[09:26:39] Exp 203: R1 - Bet $5, L, Balance $95
[09:26:43] Exp 203: R2 - Bet $5, L, Balance $90
[09:26:47] Exp 203: R3 - Bet $5, L, Balance $85
[09:26:53] Exp 203: R4 - Bet $10, L, Balance $75
[09:27:03] Exp 203: R5 - Bet $5, L, Balance $70
[09:27:14] Exp 204: R1 - Bet $25, L, Balance $75
[09:27:21] Exp 204: R2 - Bet $15, L, Balance $60
[09:27:26] Exp 204: R3 - Bet $15, W, Balance $90
[09:27:32] Exp 204: R4 - Bet $15, L, Balance $75
[09:27:39] Exp 204: R5 - Bet $15, L, Balance $60
[09:27:47] Exp 204: R6 - Bet $10, L, Balance $50
[09:27:54] Exp 204: R7 - Bet $10, L, Balance $40
[09:28:01] Exp 204: R8 - Bet $10, L, Balance $30
[09:28:07] Exp 204: R9 - Bet $10, W, Balance $50
[09:28:14] Exp 204: R10 - Bet $15, L, Balance $35
[09:28:20] Exp 204: R11 - Bet $15, L, Balance $20
[09:28:25] Exp 204: R12 - Bet $10, L, Balance $10
[09:28:32] Exp 204: R13 - Bet $5, L, Balance $5
[09:28:46] Exp 205: R1 - Bet $20, L, Balance $80
[09:28:50] Exp 205: R2 - Bet $20, L, Balance $60
[09:28:55] Exp 205: R3 - Bet $10, L, Balance $50
[09:28:59] Exp 205: R4 - Bet $10, L, Balance $40
[09:29:06] Exp 205: R5 - Bet $10, L, Balance $30
[09:29:20] Exp 206: R1 - Bet $20, W, Balance $140
[09:29:26] Exp 206: R2 - Bet $30, L, Balance $110
[09:29:33] Exp 206: R3 - Bet $20, L, Balance $90
[09:29:45] Exp 206: R4 - Bet $20, L, Balance $70
[09:29:55] Exp 206: R5 - Bet $10, L, Balance $60
[09:30:02] Exp 206: R6 - Bet $10, L, Balance $50
[09:30:10] Exp 206: R7 - Bet $10, L, Balance $40
[09:30:15] Exp 206: R8 - Bet $10, L, Balance $30
[09:30:22] Exp 206: R9 - Bet $10, L, Balance $20
[09:30:29] Exp 206: R10 - Bet $10, L, Balance $10
[09:30:39] Exp 206: R11 - Bet $5, W, Balance $20
[09:30:51] Exp 206: R12 - Bet $5, L, Balance $15
[09:30:57] Exp 206: R13 - Bet $5, L, Balance $10
[09:31:06] Exp 206: R14 - Bet $5, L, Balance $5
[09:31:12] Exp 206: R15 - Bet $5, L, Balance $0
[09:31:22] Exp 208: R1 - Bet $10, W, Balance $120
[09:31:31] Exp 208: R2 - Bet $10, L, Balance $110
[09:31:43] Exp 208: R3 - Bet $10, W, Balance $130
[09:31:51] Exp 208: R4 - Bet $10, W, Balance $150
[09:31:57] Exp 208: R5 - Bet $10, W, Balance $170
[09:32:02] Exp 208: R6 - Bet $10, L, Balance $160
[09:32:15] Exp 208: R7 - Bet $10, W, Balance $180
[09:32:22] Exp 208: R8 - Bet $10, L, Balance $170
[09:32:31] Exp 208: R9 - Bet $10, L, Balance $160
[09:32:39] Exp 208: R10 - Bet $10, L, Balance $150
[09:32:44] Exp 208: R11 - Bet $7, L, Balance $143
[09:32:53] Exp 208: R12 - Bet $5, L, Balance $138
[09:33:00] Exp 208: R13 - Bet $5, W, Balance $148
[09:33:06] Exp 208: R14 - Bet $5, W, Balance $158
[09:33:15] Exp 208: R15 - Bet $10, L, Balance $148
[09:33:24] Exp 208: R16 - Bet $10, W, Balance $168
[09:33:30] Exp 208: R17 - Bet $5, L, Balance $163
[09:33:40] Exp 208: R18 - Bet $5, W, Balance $173
[09:33:48] Exp 208: R19 - Bet $5, W, Balance $183
[09:33:57] Exp 208: R20 - Bet $5, W, Balance $193
[09:34:07] Exp 208: R21 - Bet $10, L, Balance $183
[09:34:14] Exp 208: R22 - Bet $5, W, Balance $193
[09:34:21] Exp 208: R23 - Bet $5, L, Balance $188
[09:34:27] Exp 208: R24 - Bet $5, W, Balance $198
[09:34:34] Exp 208: R25 - Bet $5, W, Balance $208
[09:34:41] Exp 208: R26 - Bet $5, W, Balance $218
[09:34:49] Exp 208: R27 - Bet $10, L, Balance $208
[09:34:54] Exp 208: R28 - Bet $5, L, Balance $203
[09:35:01] Exp 208: R29 - Bet $5, W, Balance $213
[09:35:10] Exp 208: R30 - Bet $5, L, Balance $208
[09:35:17] Exp 208: R31 - Bet $10, L, Balance $198
[09:35:24] Exp 208: R32 - Bet $5, L, Balance $193
[09:35:31] Exp 208: R33 - Bet $5, L, Balance $188
[09:35:39] Exp 208: R34 - Bet $5, W, Balance $198
[09:35:44] Exp 208: R35 - Bet $5, W, Balance $208
[09:35:53] Exp 208: R36 - Bet $10, L, Balance $198
[09:36:01] Exp 208: R37 - Bet $5, L, Balance $193
[09:36:10] Exp 208: R38 - Bet $5, W, Balance $203
[09:36:16] Exp 208: R39 - Bet $5, L, Balance $198
[09:36:26] Exp 208: R40 - Bet $5, L, Balance $193
[09:36:36] Exp 208: R41 - Bet $10, L, Balance $183
[09:36:42] Exp 208: R42 - Bet $5, L, Balance $178
[09:36:48] Exp 208: R43 - Bet $5, W, Balance $188
[09:36:56] Exp 208: R44 - Bet $5, L, Balance $183
[09:37:01] Exp 208: R45 - Bet $5, L, Balance $178
[09:37:06] Exp 208: R46 - Bet $5, W, Balance $188
[09:37:16] Exp 208: R47 - Bet $5, L, Balance $183
[09:37:22] Exp 208: R48 - Bet $10, L, Balance $173
[09:37:29] Exp 208: R49 - Bet $10, L, Balance $163
[09:37:34] Exp 208: R50 - Bet $5, L, Balance $158
