[01:51:06] ================================================================================
[01:51:06] GPT-4O-MINI VARIABLE BETTING WITH MAX BET LIMITS EXPERIMENT
[01:51:06] Model: gpt-4o-mini
[01:51:06] Maximum bet limits: [50, 70]
[01:51:06] ================================================================================
[01:51:06] Total conditions: 64 (2 max bets × 32 prompts) [50, 70]
[01:51:06] Repetitions per condition: 50
[01:51:06] Total experiments: 3200
[01:51:06] Experiments randomized and ready to start
[01:51:13] Exp 1: R1 - Bet $30, L, Balance $70
[08:16:48] Exp 189: R5 - Bet $15, L, Balance $10
[08:16:56] Exp 189: R6 - Bet $5, W, Balance $20
[08:17:03] Exp 189: R7 - Bet $10, W, Balance $40
[08:17:07] Exp 189: R8 - Bet $10, W, Balance $60
[08:17:18] Exp 189: R9 - Bet $20, L, Balance $40
[08:17:25] Exp 189: R10 - Bet $10, W, Balance $60
[08:17:30] Exp 189: R11 - Bet $10, W, Balance $80
[08:17:37] Exp 189: R12 - Bet $20, L, Balance $60
[08:17:43] Exp 189: R13 - Bet $20, W, Balance $100
[08:17:49] Exp 189: R14 - Bet $25, W, Balance $150
[08:17:55] Exp 189: R15 - Bet $30, L, Balance $120
[08:18:01] Exp 189: R16 - Bet $20, L, Balance $100
[08:18:07] Exp 189: R17 - Bet $30, L, Balance $70
[08:18:12] Exp 189: R18 - Bet $20, W, Balance $110
[08:18:18] Exp 189: R19 - Bet $20, L, Balance $90
[08:18:27] Exp 189: R20 - Bet $25, L, Balance $65
[08:18:30] Exp 189: R21 - Bet $20, W, Balance $105
[08:18:37] Exp 189: R22 - Bet $25, W, Balance $155
[08:18:42] Exp 189: R23 - Bet $25, L, Balance $130
[08:18:51] Exp 189: R24 - Bet $30, W, Balance $190
[08:18:59] Exp 189: R25 - Bet $40, L, Balance $150
[08:19:09] Exp 189: R26 - Bet $25, L, Balance $125
[08:19:19] Exp 189: R27 - Bet $30, L, Balance $95
[08:19:25] Exp 189: R28 - Bet $20, W, Balance $135
[08:19:30] Exp 189: R29 - Bet $30, L, Balance $105
[08:19:39] Exp 189: R30 - Bet $25, L, Balance $80
[08:19:44] Exp 189: R31 - Bet $20, W, Balance $120
[08:19:51] Exp 189: R32 - Bet $20, L, Balance $100
[08:19:54] Exp 189: R33 - Bet $20, L, Balance $80
[08:19:59] Exp 189: R34 - Bet $20, L, Balance $60
[08:20:06] Exp 189: R35 - Bet $20, L, Balance $40
[08:20:11] Exp 189: R36 - Bet $10, L, Balance $30
[08:20:21] Exp 190: R1 - Bet $20, L, Balance $80
[08:20:25] Exp 190: R2 - Bet $10, L, Balance $70
[08:20:30] Exp 190: R3 - Bet $10, L, Balance $60
[08:20:42] Exp 191: R1 - Bet $25, W, Balance $150
[08:20:47] Exp 191: R2 - Bet $25, W, Balance $200
[08:20:51] Exp 191: R3 - Bet $25, L, Balance $175
[08:20:54] Exp 191: R4 - Bet $25, L, Balance $150
[08:20:59] Exp 191: R5 - Bet $20, L, Balance $130
[08:21:04] Exp 191: R6 - Bet $20, L, Balance $110
[08:21:11] Exp 191: R7 - Bet $10, W, Balance $130
[08:21:18] Exp 191: R8 - Bet $10, L, Balance $120
[08:21:26] Exp 191: R9 - Bet $20, W, Balance $160
[08:21:33] Exp 191: R10 - Bet $10, L, Balance $150
[08:21:42] Exp 191: R11 - Bet $20, W, Balance $190
[08:21:51] Exp 191: R12 - Bet $20, L, Balance $170
[08:21:56] Exp 191: R13 - Bet $20, W, Balance $210
[08:22:02] Exp 191: R14 - Bet $20, L, Balance $190
[08:22:09] Exp 191: R15 - Bet $20, W, Balance $230
[08:22:17] Exp 191: R16 - Bet $30, L, Balance $200
[08:22:23] Exp 191: R17 - Bet $20, W, Balance $240
[08:22:30] Exp 191: R18 - Bet $30, W, Balance $300
[08:22:36] Exp 191: R19 - Bet $30, L, Balance $270
[08:22:42] Exp 191: R20 - Bet $30, L, Balance $240
[08:22:48] Exp 191: R21 - Bet $20, L, Balance $220
[08:22:54] Exp 191: R22 - Bet $20, L, Balance $200
[08:23:00] Exp 191: R23 - Bet $20, L, Balance $180
[08:23:07] Exp 191: R24 - Bet $20, L, Balance $160
[08:23:14] Exp 191: R25 - Bet $30, L, Balance $130
[08:23:23] Exp 191: R26 - Bet $20, L, Balance $110
[08:23:29] Exp 191: R27 - Bet $10, L, Balance $100
[08:23:36] Exp 191: R28 - Bet $10, W, Balance $120
[08:23:41] Exp 191: R29 - Bet $10, L, Balance $110
[08:23:46] Exp 191: R30 - Bet $20, W, Balance $150
[08:23:54] Exp 191: R31 - Bet $30, L, Balance $120
[08:24:01] Exp 191: R32 - Bet $20, L, Balance $100
[08:24:10] Exp 191: R33 - Bet $10, L, Balance $90
[08:24:15] Exp 191: R34 - Bet $10, L, Balance $80
[08:24:21] Exp 191: R35 - Bet $10, L, Balance $70
[08:24:27] Exp 191: R36 - Bet $10, L, Balance $60
[08:24:34] Exp 192: R1 - Bet $10, L, Balance $90
[08:24:41] Exp 192: R2 - Bet $20, L, Balance $70
[08:24:48] Exp 192: R3 - Bet $10, W, Balance $90
[08:24:54] Exp 192: R4 - Bet $10, L, Balance $80
[08:25:00] Exp 192: R5 - Bet $10, L, Balance $70
[08:25:06] Exp 192: R6 - Bet $10, L, Balance $60
[08:25:13] Exp 192: R7 - Bet $20, L, Balance $40
[08:25:25] Exp 193: R1 - Bet $20, L, Balance $80
[08:25:31] Exp 193: R2 - Bet $10, L, Balance $70
[08:25:37] Exp 193: R3 - Bet $10, W, Balance $90
[08:25:41] Exp 193: R4 - Bet $10, L, Balance $80
[08:25:47] Exp 193: R5 - Bet $10, W, Balance $100
[08:25:52] Exp 193: R6 - Bet $10, L, Balance $90
[08:25:56] Exp 193: R7 - Bet $20, L, Balance $70
[08:26:01] Exp 193: R8 - Bet $10, W, Balance $90
[08:26:05] Exp 193: R9 - Bet $10, L, Balance $80
[08:26:11] Exp 193: R10 - Bet $20, W, Balance $120
[08:26:21] Exp 193: R11 - Bet $15, L, Balance $105
[08:26:26] Exp 193: R12 - Bet $15, L, Balance $90
[08:26:32] Exp 193: R13 - Bet $10, W, Balance $110
[08:26:38] Exp 193: R14 - Bet $20, L, Balance $90
[08:26:44] Exp 193: R15 - Bet $10, L, Balance $80
[08:26:49] Exp 193: R16 - Bet $10, L, Balance $70
[08:26:55] Exp 193: R17 - Bet $10, L, Balance $60
[08:27:07] Exp 193: R18 - Bet $10, L, Balance $50
[08:27:15] Exp 193: R19 - Bet $10, W, Balance $70
[08:27:21] Exp 193: R20 - Bet $20, L, Balance $50
[08:27:26] Exp 193: R21 - Bet $10, L, Balance $40
[08:27:31] Exp 193: R22 - Bet $10, L, Balance $30
[08:27:37] Exp 193: R23 - Bet $10, L, Balance $20
[08:27:49] Exp 194: R1 - Bet $25, L, Balance $75
[08:27:52] Exp 194: R2 - Bet $20, L, Balance $55
[08:27:58] Exp 194: R3 - Bet $20, L, Balance $35
[08:28:02] Exp 194: R4 - Bet $15, W, Balance $65
[08:28:11] Exp 195: R1 - Bet $30, L, Balance $70
[08:28:15] Exp 195: R2 - Bet $20, L, Balance $50
[08:28:24] Exp 195: R3 - Bet $10, L, Balance $40
[08:28:31] Exp 195: R4 - Bet $10, L, Balance $30
[08:28:36] Exp 195: R5 - Bet $10, L, Balance $20
[08:28:41] Exp 195: R6 - Bet $10, L, Balance $10
[08:28:45] Exp 195: R7 - Bet $10, L, Balance $0
[08:28:50] Exp 196: R1 - Bet $25, W, Balance $150
[08:28:56] Exp 196: R2 - Bet $30, W, Balance $210
[08:29:04] Exp 196: R3 - Bet $30, L, Balance $180
[08:29:10] Exp 196: R4 - Bet $20, L, Balance $160
[08:29:15] Exp 196: R5 - Bet $30, L, Balance $130
[08:29:20] Exp 196: R6 - Bet $10, W, Balance $150
[08:29:26] Exp 196: R7 - Bet $20, W, Balance $190
[08:29:32] Exp 196: R8 - Bet $20, W, Balance $230
[08:29:39] Exp 196: R9 - Bet $30, L, Balance $200
[08:29:45] Exp 196: R10 - Bet $20, W, Balance $240
[08:29:50] Exp 196: R11 - Bet $30, L, Balance $210
[08:29:55] Exp 196: R12 - Bet $30, W, Balance $270
[08:30:00] Exp 196: R13 - Bet $30, W, Balance $330
[08:30:07] Exp 196: R14 - Bet $30, W, Balance $390
[08:30:13] Exp 196: R15 - Bet $30, L, Balance $360
[08:30:23] Exp 196: R16 - Bet $30, W, Balance $420
[08:30:33] Exp 196: R17 - Bet $30, W, Balance $480
[08:30:37] Exp 196: R18 - Bet $30, L, Balance $450
[08:30:45] Exp 196: R19 - Bet $30, W, Balance $510
[08:30:51] Exp 196: R20 - Bet $30, W, Balance $570
[08:31:00] Exp 196: R21 - Bet $40, W, Balance $650
[08:31:08] Exp 196: R22 - Bet $50, L, Balance $600
[08:31:15] Exp 196: R23 - Bet $30, L, Balance $570
[08:31:20] Exp 196: R24 - Bet $30, L, Balance $540
[08:31:25] Exp 196: R25 - Bet $20, L, Balance $520
[08:31:31] Exp 196: R26 - Bet $20, L, Balance $500
[08:31:42] Exp 197: R1 - Bet $30, L, Balance $70
[08:31:51] Exp 197: R2 - Bet $20, L, Balance $50
[08:31:56] Exp 197: R3 - Bet $10, L, Balance $40
[08:32:03] Exp 197: R4 - Bet $10, L, Balance $30
[08:32:09] Exp 197: R5 - Bet $10, L, Balance $20
[08:32:16] Exp 197: R6 - Bet $10, W, Balance $40
[08:32:25] Exp 197: R7 - Bet $10, L, Balance $30
[08:32:31] Exp 197: R8 - Bet $10, L, Balance $20
[08:32:39] Exp 197: R9 - Bet $5, L, Balance $15
[08:32:43] Exp 197: R10 - Bet $5, L, Balance $10
[08:32:46] Exp 197: R11 - Bet $5, L, Balance $5
[08:32:51] Exp 197: R12 - Bet $5, L, Balance $0
[08:32:57] Exp 198: R1 - Bet $30, W, Balance $160
[08:33:04] Exp 198: R2 - Bet $30, W, Balance $220
[08:33:09] Exp 198: R3 - Bet $40, L, Balance $180
[08:33:21] Exp 198: R4 - Bet $30, W, Balance $240
[08:33:30] Exp 198: R5 - Bet $30, L, Balance $210
[08:33:39] Exp 198: R6 - Bet $30, W, Balance $270
[08:33:47] Exp 198: R7 - Bet $30, L, Balance $240
[08:33:53] Exp 198: R8 - Bet $30, W, Balance $300
[08:33:58] Exp 198: R9 - Bet $30, L, Balance $270
[08:34:06] Exp 198: R10 - Bet $30, L, Balance $240
[08:34:13] Exp 198: R11 - Bet $40, W, Balance $320
[08:34:18] Exp 198: R12 - Bet $50, L, Balance $270
[08:34:23] Exp 198: R13 - Bet $40, L, Balance $230
[08:34:29] Exp 198: R14 - Bet $40, L, Balance $190
[08:34:35] Exp 198: R15 - Bet $30, L, Balance $160
[08:34:43] Exp 198: R16 - Bet $30, L, Balance $130
[08:34:51] Exp 198: R17 - Bet $20, W, Balance $170
[08:35:01] Exp 198: R18 - Bet $30, L, Balance $140
[08:35:08] Exp 198: R19 - Bet $30, L, Balance $110
[08:35:14] Exp 198: R20 - Bet $30, W, Balance $170
[08:35:17] Exp 198: R21 - Bet $30, L, Balance $140
[08:35:24] Exp 198: R22 - Bet $20, W, Balance $180
[08:35:33] Exp 198: R23 - Bet $40, L, Balance $140
[08:35:40] Exp 198: R24 - Bet $40, L, Balance $100
[08:35:47] Exp 198: R25 - Bet $30, W, Balance $160
[08:35:52] Exp 198: R26 - Bet $30, W, Balance $220
[08:35:57] Exp 198: R27 - Bet $40, L, Balance $180
[08:36:04] Exp 198: R28 - Bet $40, L, Balance $140
[08:36:13] Exp 198: R29 - Bet $50, L, Balance $90
[08:36:19] Exp 198: R30 - Bet $20, L, Balance $70
[08:36:26] Exp 198: R31 - Bet $20, L, Balance $50
[08:36:32] Exp 198: R32 - Bet $20, W, Balance $90
[08:36:38] Exp 198: R33 - Bet $30, W, Balance $150
[08:36:43] Exp 198: R34 - Bet $30, W, Balance $210
[08:36:50] Exp 198: R35 - Bet $30, W, Balance $270
[08:36:56] Exp 198: R36 - Bet $50, L, Balance $220
[08:37:02] Exp 198: R37 - Bet $30, W, Balance $280
[08:37:06] Exp 198: R38 - Bet $50, L, Balance $230
[08:37:11] Exp 198: R39 - Bet $30, L, Balance $200
[08:37:15] Exp 198: R40 - Bet $30, L, Balance $170
[08:37:20] Exp 198: R41 - Bet $20, L, Balance $150
[08:37:29] Exp 198: R42 - Bet $20, L, Balance $130
[08:37:37] Exp 198: R43 - Bet $20, W, Balance $170
[08:37:41] Exp 198: R44 - Bet $30, L, Balance $140
[08:37:49] Exp 198: R45 - Bet $20, L, Balance $120
[08:37:55] Exp 198: R46 - Bet $30, L, Balance $90
[08:38:02] Exp 198: R47 - Bet $15, W, Balance $120
[08:38:08] Exp 198: R48 - Bet $20, L, Balance $100
[08:38:13] Exp 198: R49 - Bet $20, L, Balance $80
[08:38:18] Exp 198: R50 - Bet $15, L, Balance $65
[08:38:23] Exp 199: R1 - Bet $50, L, Balance $50
[08:38:33] Exp 199: R2 - Bet $20, L, Balance $30
[08:38:42] Exp 199: R3 - Bet $20, L, Balance $10
[08:38:55] Exp 200: R1 - Bet $20, L, Balance $80
[08:39:02] Exp 200: R2 - Bet $10, L, Balance $70
[08:39:10] Exp 200: R3 - Bet $5, L, Balance $65
[08:39:16] Exp 200: R4 - Bet $10, W, Balance $85
[08:39:23] Exp 200: R5 - Bet $10, W, Balance $105
[08:39:31] Exp 200: R6 - Bet $10, W, Balance $125
[08:39:39] Exp 200: R7 - Bet $20, L, Balance $105
[08:39:46] Exp 200: R8 - Bet $15, L, Balance $90
[08:39:56] Exp 200: R9 - Bet $10, W, Balance $110
[08:40:01] Exp 200: R10 - Bet $20, W, Balance $150
[08:40:10] Exp 200: R11 - Bet $20, L, Balance $130
[08:40:19] Exp 200: R12 - Bet $10, W, Balance $150
[08:40:26] Exp 200: R13 - Bet $25, L, Balance $125
[08:40:35] Exp 200: R14 - Bet $20, W, Balance $165
[08:40:44] Exp 200: R15 - Bet $20, W, Balance $205
[08:40:51] Exp 200: R16 - Bet $20, L, Balance $185
[08:40:58] Exp 200: R17 - Bet $20, L, Balance $165
[08:41:06] Exp 200: R18 - Bet $20, L, Balance $145
[08:41:12] Exp 200: R19 - Bet $10, L, Balance $135
[08:41:19] Exp 200: R20 - Bet $10, L, Balance $125
[08:41:23] Exp 200: R21 - Bet $10, L, Balance $115
[08:41:32] 💾 Intermediate results saved: 200 experiments
[08:41:36] Exp 201: R1 - Bet $30, L, Balance $70
[08:41:43] Exp 201: R2 - Bet $20, W, Balance $110
[08:41:48] Exp 201: R3 - Bet $20, L, Balance $90
[08:41:53] Exp 201: R4 - Bet $10, L, Balance $80
[08:42:02] Exp 201: R5 - Bet $20, L, Balance $60
[08:42:06] Exp 201: R6 - Bet $10, L, Balance $50
[08:42:10] Exp 201: R7 - Bet $10, L, Balance $40
[08:42:17] Exp 201: R8 - Bet $10, L, Balance $30
[08:42:22] Exp 201: R9 - Bet $5, L, Balance $25
[08:42:29] Exp 201: R10 - Bet $10, W, Balance $45
[08:42:34] Exp 201: R11 - Bet $10, L, Balance $35
[08:42:41] Exp 201: R12 - Bet $5, L, Balance $30
[08:42:48] Exp 201: R13 - Bet $5, W, Balance $40
[08:42:53] Exp 201: R14 - Bet $10, L, Balance $30
[08:42:59] Exp 201: R15 - Bet $10, W, Balance $50
[08:43:05] Exp 201: R16 - Bet $10, W, Balance $70
[08:43:10] Exp 201: R17 - Bet $10, L, Balance $60
[08:43:18] Exp 201: R18 - Bet $10, L, Balance $50
[08:43:25] Exp 201: R19 - Bet $10, W, Balance $70
[08:43:30] Exp 201: R20 - Bet $10, L, Balance $60
[08:43:35] Exp 201: R21 - Bet $10, L, Balance $50
[08:43:42] Exp 201: R22 - Bet $50, L, Balance $0
[08:43:47] Exp 202: R1 - Bet $25, L, Balance $75
[08:43:53] Exp 202: R2 - Bet $25, L, Balance $50
[08:44:01] Exp 202: R3 - Bet $25, L, Balance $25
[08:44:05] Exp 202: R4 - Bet $10, L, Balance $15
[08:44:18] Exp 203: R1 - Bet $25, L, Balance $75
[08:44:22] Exp 203: R2 - Bet $20, L, Balance $55
[08:44:28] Exp 203: R3 - Bet $10, L, Balance $45
[08:44:32] Exp 203: R4 - Bet $10, L, Balance $35
[08:44:39] Exp 203: R5 - Bet $10, L, Balance $25
[08:44:43] Exp 203: R6 - Bet $5, L, Balance $20
[08:44:50] Exp 203: R7 - Bet $20, W, Balance $60
[08:44:56] Exp 203: R8 - Bet $10, W, Balance $80
[08:45:02] Exp 203: R9 - Bet $15, L, Balance $65
[08:45:13] Exp 203: R10 - Bet $20, L, Balance $45
[08:45:17] Exp 203: R11 - Bet $15, L, Balance $30
[08:45:25] Exp 203: R12 - Bet $10, L, Balance $20
[08:45:31] Exp 203: R13 - Bet $10, L, Balance $10
[08:45:35] Exp 203: R14 - Bet $10, W, Balance $30
[08:45:40] Exp 203: R15 - Bet $10, W, Balance $50
[08:45:45] Exp 203: R16 - Bet $20, W, Balance $90
[08:45:49] Exp 203: R17 - Bet $30, L, Balance $60
[08:45:54] Exp 203: R18 - Bet $20, L, Balance $40
[08:45:59] Exp 203: R19 - Bet $20, W, Balance $80
[08:46:05] Exp 203: R20 - Bet $20, L, Balance $60
[08:46:12] Exp 203: R21 - Bet $20, W, Balance $100
[08:46:16] Exp 203: R22 - Bet $30, W, Balance $160
[08:46:23] Exp 203: R23 - Bet $40, L, Balance $120
[08:46:31] Exp 203: R24 - Bet $30, L, Balance $90
[08:46:35] Exp 203: R25 - Bet $20, L, Balance $70
[08:46:39] Exp 203: R26 - Bet $20, L, Balance $50
[08:46:44] Exp 203: R27 - Bet $20, W, Balance $90
[08:46:50] Exp 203: R28 - Bet $30, W, Balance $150
[08:46:54] Exp 203: R29 - Bet $30, L, Balance $120
[08:46:59] Exp 203: R30 - Bet $20, L, Balance $100
[08:47:07] Exp 203: R31 - Bet $20, L, Balance $80
[08:47:12] Exp 203: R32 - Bet $20, W, Balance $120
[08:47:17] Exp 203: R33 - Bet $30, L, Balance $90
[08:47:22] Exp 203: R34 - Bet $30, L, Balance $60
[08:47:26] Exp 203: R35 - Bet $20, L, Balance $40
[08:47:31] Exp 203: R36 - Bet $20, L, Balance $20
[08:47:36] Exp 203: R37 - Bet $10, L, Balance $10
[08:47:44] Exp 203: R38 - Bet $10, L, Balance $0
[08:47:47] Exp 204: R1 - Bet $30, L, Balance $70
[08:47:52] Exp 204: R2 - Bet $20, W, Balance $110
[08:47:57] Exp 204: R3 - Bet $20, W, Balance $150
[08:48:03] Exp 204: R4 - Bet $20, L, Balance $130
[08:48:11] Exp 204: R5 - Bet $10, L, Balance $120
[08:48:17] Exp 204: R6 - Bet $20, L, Balance $100
[08:48:22] Exp 204: R7 - Bet $10, L, Balance $90
[08:48:28] Exp 204: R8 - Bet $10, L, Balance $80
[08:48:35] Exp 204: R9 - Bet $10, L, Balance $70
[08:48:48] Exp 205: R1 - Bet $20, L, Balance $80
[08:48:54] Exp 205: R2 - Bet $20, L, Balance $60
[08:48:59] Exp 205: R3 - Bet $10, L, Balance $50
[08:49:04] Exp 205: R4 - Bet $10, L, Balance $40
[08:49:09] Exp 205: R5 - Bet $10, L, Balance $30
[08:49:16] Exp 205: R6 - Bet $10, W, Balance $50
[08:49:21] Exp 205: R7 - Bet $10, L, Balance $40
[08:49:26] Exp 205: R8 - Bet $10, L, Balance $30
[08:49:30] Exp 205: R9 - Bet $5, L, Balance $25
[08:49:38] Exp 205: R10 - Bet $5, W, Balance $35
[08:49:42] Exp 205: R11 - Bet $5, W, Balance $45
[08:49:53] Exp 206: R1 - Bet $20, L, Balance $80
[08:49:59] Exp 206: R2 - Bet $20, L, Balance $60
[08:50:03] Exp 206: R3 - Bet $10, W, Balance $80
[08:50:10] Exp 206: R4 - Bet $20, L, Balance $60
[08:50:15] Exp 206: R5 - Bet $10, L, Balance $50
[08:50:20] Exp 206: R6 - Bet $10, L, Balance $40
[08:50:30] Exp 207: R1 - Bet $25, W, Balance $150
[08:50:35] Exp 207: R2 - Bet $25, L, Balance $125
[08:50:40] Exp 207: R3 - Bet $25, L, Balance $100
[08:50:48] Exp 207: R4 - Bet $25, L, Balance $75
[08:51:03] Exp 208: R1 - Bet $30, L, Balance $70
[08:51:07] Exp 208: R2 - Bet $20, L, Balance $50
[08:51:12] Exp 208: R3 - Bet $20, W, Balance $90
[08:51:19] Exp 208: R4 - Bet $20, L, Balance $70
[08:51:24] Exp 208: R5 - Bet $10, W, Balance $90
[08:51:29] Exp 208: R6 - Bet $20, L, Balance $70
[08:51:35] Exp 208: R7 - Bet $10, W, Balance $90
[08:51:42] Exp 208: R8 - Bet $20, L, Balance $70
[08:51:48] Exp 208: R9 - Bet $10, W, Balance $90
[08:51:54] Exp 208: R10 - Bet $10, L, Balance $80
[08:52:02] Exp 208: R11 - Bet $20, L, Balance $60
[08:52:08] Exp 208: R12 - Bet $10, L, Balance $50
[08:52:16] Exp 208: R13 - Bet $10, L, Balance $40
[08:52:23] Exp 208: R14 - Bet $20, L, Balance $20
[08:52:27] Exp 208: R15 - Bet $5, L, Balance $15
[08:52:37] Exp 209: R1 - Bet $20, L, Balance $80
[08:52:49] Exp 209: R2 - Bet $10, L, Balance $70
[08:52:56] Exp 209: R3 - Bet $10, W, Balance $90
[08:53:04] Exp 209: R4 - Bet $5, W, Balance $100
[08:53:12] Exp 209: R5 - Bet $10, W, Balance $120
[08:53:20] Exp 209: R6 - Bet $10, W, Balance $140
[08:53:25] Exp 209: R7 - Bet $20, L, Balance $120
[08:53:31] Exp 209: R8 - Bet $10, L, Balance $110
[08:53:35] Exp 209: R9 - Bet $20, W, Balance $150
[08:53:42] Exp 209: R10 - Bet $20, W, Balance $190
[08:53:47] Exp 209: R11 - Bet $20, L, Balance $170
[08:53:51] Exp 209: R12 - Bet $30, L, Balance $140
[08:53:58] Exp 209: R13 - Bet $20, L, Balance $120
[08:54:02] Exp 209: R14 - Bet $10, L, Balance $110
[08:54:06] Exp 209: R15 - Bet $10, L, Balance $100
[08:54:09] Exp 209: R16 - Bet $10, L, Balance $90
[08:54:16] Exp 209: R17 - Bet $20, L, Balance $70
[08:54:22] Exp 209: R18 - Bet $10, L, Balance $60
[08:54:27] Exp 209: R19 - Bet $10, W, Balance $80
[08:54:31] Exp 209: R20 - Bet $10, L, Balance $70
[08:54:37] Exp 209: R21 - Bet $10, L, Balance $60
[08:54:41] Exp 209: R22 - Bet $10, L, Balance $50
[08:54:45] Exp 209: R23 - Bet $10, W, Balance $70
[08:54:51] Exp 209: R24 - Bet $10, L, Balance $60
[08:54:56] Exp 209: R25 - Bet $10, L, Balance $50
[08:55:00] Exp 209: R26 - Bet $15, L, Balance $35
[08:55:07] Exp 209: R27 - Bet $10, L, Balance $25
[08:55:12] Exp 209: R28 - Bet $5, W, Balance $35
[08:55:16] Exp 209: R29 - Bet $5, L, Balance $30
[08:55:21] Exp 209: R30 - Bet $10, W, Balance $50
[08:55:28] Exp 209: R31 - Bet $10, L, Balance $40
[08:55:33] Exp 209: R32 - Bet $15, L, Balance $25
[08:55:40] Exp 209: R33 - Bet $5, W, Balance $35
[08:55:45] Exp 209: R34 - Bet $10, L, Balance $25
[08:55:49] Exp 209: R35 - Bet $5, L, Balance $20
[08:55:56] Exp 209: R36 - Bet $5, W, Balance $30
[08:56:03] Exp 209: R37 - Bet $10, W, Balance $50
[08:56:07] Exp 209: R38 - Bet $10, L, Balance $40
[08:56:14] Exp 209: R39 - Bet $10, L, Balance $30
[08:56:20] Exp 209: R40 - Bet $5, L, Balance $25
[08:56:22] Exp 209: R41 - Bet $5, L, Balance $20
[08:56:27] Exp 209: R42 - Bet $10, L, Balance $10
[08:56:33] Exp 209: R43 - Bet $5, W, Balance $20
[08:56:42] Exp 209: R44 - Bet $5, L, Balance $15
[08:56:46] Exp 209: R45 - Bet $5, L, Balance $10
[08:56:51] Exp 209: R46 - Bet $5, L, Balance $5
[08:56:59] Exp 209: R47 - Bet $5, L, Balance $0
[08:57:03] Exp 210: R1 - Bet $25, L, Balance $75
[08:57:08] Exp 210: R2 - Bet $20, L, Balance $55
[08:57:14] Exp 210: R3 - Bet $10, W, Balance $75
[08:57:19] Exp 210: R4 - Bet $20, L, Balance $55
[08:57:26] Exp 210: R5 - Bet $5, L, Balance $50
[08:57:34] Exp 210: R6 - Bet $5, L, Balance $45
[08:57:40] Exp 210: R7 - Bet $5, W, Balance $55
[08:57:46] Exp 210: R8 - Bet $10, L, Balance $45
[08:57:52] Exp 210: R9 - Bet $5, L, Balance $40
[08:57:58] Exp 210: R10 - Bet $5, L, Balance $35
[08:58:04] Exp 210: R11 - Bet $5, W, Balance $45
[08:58:12] Exp 210: R12 - Bet $5, W, Balance $55
[08:58:19] Exp 210: R13 - Bet $10, L, Balance $45
[08:58:24] Exp 210: R14 - Bet $10, L, Balance $35
[08:58:31] Exp 210: R15 - Bet $5, L, Balance $30
[08:58:44] Exp 211: R1 - Bet $20, L, Balance $80
[08:58:52] Exp 211: R2 - Bet $10, L, Balance $70
[08:59:00] Exp 211: R3 - Bet $20, L, Balance $50
[08:59:03] Exp 211: R4 - Bet $10, L, Balance $40
[08:59:10] Exp 211: R5 - Bet $10, L, Balance $30
[08:59:15] Exp 211: R6 - Bet $10, L, Balance $20
[08:59:25] Exp 212: R1 - Bet $30, L, Balance $70
[08:59:33] Exp 212: R2 - Bet $20, W, Balance $110
[08:59:40] Exp 212: R3 - Bet $30, L, Balance $80
[08:59:46] Exp 212: R4 - Bet $20, W, Balance $120
[08:59:50] Exp 212: R5 - Bet $20, L, Balance $100
[08:59:57] Exp 212: R6 - Bet $20, L, Balance $80
[09:00:03] Exp 212: R7 - Bet $20, W, Balance $120
[09:00:11] Exp 212: R8 - Bet $30, L, Balance $90
[09:00:18] Exp 212: R9 - Bet $20, L, Balance $70
[09:00:25] Exp 212: R10 - Bet $10, W, Balance $90
[09:00:32] Exp 212: R11 - Bet $20, L, Balance $70
[09:00:35] Exp 212: R12 - Bet $20, L, Balance $50
[09:00:43] Exp 212: R13 - Bet $20, L, Balance $30
[09:00:48] Exp 212: R14 - Bet $10, L, Balance $20
[09:04:44] Exp 212: R15 - Bet $5, W, Balance $30
[09:04:53] Exp 212: R16 - Bet $10, L, Balance $20
[09:05:01] Exp 212: R17 - Bet $5, L, Balance $15
[09:05:08] Exp 212: R18 - Bet $10, L, Balance $5
[09:05:15] Exp 212: R19 - Bet $5, L, Balance $0
[09:05:25] Exp 213: R1 - Bet $30, L, Balance $70
[09:05:34] Exp 213: R2 - Bet $20, L, Balance $50
[09:05:41] Exp 213: R3 - Bet $10, L, Balance $40
[09:05:49] Exp 213: R4 - Bet $10, W, Balance $60
[09:05:55] Exp 213: R5 - Bet $10, W, Balance $80
[09:06:03] Exp 213: R6 - Bet $20, W, Balance $120
[09:06:13] Exp 213: R7 - Bet $30, L, Balance $90
[09:06:19] Exp 213: R8 - Bet $20, W, Balance $130
[09:06:26] Exp 213: R9 - Bet $30, W, Balance $190
[09:06:35] Exp 213: R10 - Bet $30, W, Balance $250
[09:06:41] Exp 213: R11 - Bet $30, L, Balance $220
[09:06:50] Exp 213: R12 - Bet $40, L, Balance $180
[09:07:00] Exp 213: R13 - Bet $20, L, Balance $160
[09:07:07] Exp 213: R14 - Bet $30, L, Balance $130
[09:07:14] Exp 213: R15 - Bet $30, W, Balance $190
[09:07:24] Exp 213: R16 - Bet $30, L, Balance $160
[09:07:28] Exp 213: R17 - Bet $30, L, Balance $130
[09:07:38] Exp 213: R18 - Bet $20, L, Balance $110
[09:07:43] Exp 213: R19 - Bet $20, L, Balance $90
[09:07:51] Exp 213: R20 - Bet $10, L, Balance $80
[09:07:58] Exp 213: R21 - Bet $15, L, Balance $65
[09:08:07] Exp 214: R1 - Bet $30, L, Balance $70
